Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice
106,60,FV,75.0,9375,Reg,Inside,Somerst,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,No,Unf,0,1053,1053,Ex,1053,939,1992,0,2,1,3,Gd,9,1,Attchd,2003.0,RFn,2,648,140,45,8,2008,WD,Normal,250000
107,30,RM,60.0,10800,Reg,Inside,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,641,641,Gd,1047,0,1047,0,1,0,2,TA,6,0,Detchd,1954.0,Unf,1,273,0,0,8,2007,WD,Normal,100000
108,20,RM,50.0,6000,Reg,Inside,OldTown,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,ALQ,104,516,789,Ex,789,0,789,0,1,0,2,TA,5,0,Detchd,1948.0,Unf,1,250,0,0,4,2008,WD,Partial,115000
110,20,RL,105.0,11751,IR1,Inside,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,No,BLQ,705,1139,1844,Ex,1844,0,1844,0,2,0,3,TA,7,1,Attchd,1977.0,RFn,2,546,0,122,1,2010,COD,Normal,190000
111,50,RL,75.0,9525,Reg,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,444,550,994,Gd,1216,639,1855,0,2,0,4,TA,7,0,Attchd,1954.0,Unf,1,325,182,0,10,2006,WD,Normal,136900
113,60,RL,77.0,9965,Reg,Inside,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,Av,GLQ,984,280,1264,Ex,1282,1414,2696,1,2,1,4,Ex,10,1,BuiltIn,2007.0,Fin,3,792,120,184,10,2007,New,Partial,383970
115,70,RL,61.0,7259,IR1,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,774,104,1028,Ex,1436,884,2320,1,2,1,3,Gd,9,1,Detchd,1945.0,Unf,1,180,224,0,7,2007,WD,Normal,259500
116,160,FV,34.0,3230,Reg,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,No,GLQ,419,310,729,Gd,729,729,1458,0,2,1,2,TA,5,1,Detchd,1999.0,Unf,2,440,0,32,6,2007,WD,Normal,176000
118,20,RL,74.0,8536,Reg,Corner,Edwards,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1125,1125,Gd,1125,0,1125,0,1,1,2,TA,5,0,Attchd,2007.0,Unf,2,430,80,64,4,2007,New,Partial,155000
119,60,RL,90.0,12376,Reg,Corner,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,1470,203,1673,Gd,1699,1523,3222,1,3,0,5,Gd,11,2,Attchd,1990.0,Unf,3,594,367,0,5,2010,WD,Normal,320000
120,60,RL,65.0,8461,Reg,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,390,0,24,7,2006,New,Partial,163990
122,50,RM,50.0,6060,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,No,Unf,0,732,732,Gd,772,351,1123,0,1,0,3,TA,4,0,Detchd,1979.0,Unf,1,264,0,0,6,2007,WD,Normal,100000
123,20,RL,75.0,9464,Reg,Corner,NAmes,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,No,BLQ,570,510,1080,Gd,1080,0,1080,0,1,0,3,TA,5,0,Attchd,1958.0,Unf,1,288,0,0,6,2008,WD,Normal,136000
124,120,RL,55.0,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,No,GLQ,300,899,1199,Ex,1199,0,1199,0,2,0,2,Gd,5,0,Attchd,1993.0,RFn,2,530,0,63,3,2008,WD,Normal,153900
125,20,RL,48.0,17043,IR1,CulDSac,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,No,Unf,0,1362,1362,TA,1586,0,1586,0,2,0,3,TA,7,1,Attchd,1979.0,Unf,2,435,192,0,1,2009,WD,Normal,181000
129,60,RL,69.0,7590,Reg,Inside,NAmes,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,No,BLQ,512,148,660,TA,660,688,1348,0,1,1,3,TA,6,1,Attchd,1966.0,RFn,2,453,188,108,7,2006,WD,Normal,155000
130,20,RL,69.0,8973,Reg,Inside,NAmes,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,No,Rec,567,413,1008,TA,1053,0,1053,0,1,1,3,Ex,6,0,2Types,1998.0,RFn,2,750,0,80,7,2006,WD,Abnorml,150000
131,60,RL,88.0,14200,Reg,Corner,NAmes,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,No,Rec,445,479,924,Ex,1216,941,2157,0,2,1,4,Gd,8,2,Attchd,1966.0,Fin,2,487,105,66,5,2006,WD,Normal,226000
133,20,RL,75.0,7388,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,405,658,1063,Gd,1327,0,1327,1,1,0,3,Gd,7,0,Detchd,1974.0,Unf,2,624,0,0,7,2007,WD,Normal,150750
135,20,RL,78.0,10335,IR1,Inside,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Rec,570,891,1461,Gd,1721,0,1721,0,2,1,3,TA,7,1,Attchd,1968.0,RFn,2,440,0,96,7,2006,WD,Normal,180000
136,20,RL,80.0,10400,Reg,Inside,NWAmes,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,No,Unf,0,1304,1304,Gd,1682,0,1682,0,2,0,3,TA,7,1,Attchd,1970.0,Unf,2,530,98,0,5,2008,WD,Normal,174000
138,90,RL,82.0,11070,Reg,Inside,Mitchel,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,No,Unf,0,1907,1907,Gd,1959,0,1959,0,3,0,5,TA,9,0,2Types,1989.0,Unf,3,766,0,0,7,2006,WD,Family,171000
139,60,RL,73.0,9066,IR1,Inside,CollgCr,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,Mn,GLQ,668,336,1004,Ex,1004,848,1852,0,2,1,3,Gd,7,2,Attchd,1999.0,Fin,3,660,224,106,12,2008,WD,Normal,230000
140,60,RL,65.0,15426,IR1,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,821,107,928,Ex,928,836,1764,1,2,1,3,Gd,7,0,Attchd,1997.0,RFn,2,470,276,99,8,2009,WD,Normal,231500
142,20,RL,78.0,11645,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,1300,434,1734,Ex,1734,0,1734,1,2,0,3,Gd,7,0,Attchd,2005.0,Fin,2,660,160,24,1,2006,WD,Normal,260000
143,50,RL,71.0,8520,Reg,Corner,NAmes,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,No,Rec,507,403,910,Fa,910,475,1385,0,2,0,4,TA,6,0,Detchd,2000.0,Unf,2,720,0,0,6,2010,WD,Normal,166000
144,20,RL,78.0,10335,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,Gd,GLQ,679,811,1490,Ex,1501,0,1501,1,2,0,3,Gd,6,0,Attchd,1999.0,RFn,2,577,144,29,6,2009,WD,Normal,204000
145,90,RM,70.0,9100,Reg,Inside,Sawyer,Duplex,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,No,Rec,1332,396,1728,TA,1728,0,1728,1,2,0,6,TA,10,0,Detchd,1963.0,Unf,2,504,0,0,11,2006,ConLI,Abnorml,125000
146,160,RM,24.0,2522,Reg,Inside,Edwards,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,4,2006,WD,Normal,130000
147,30,RM,51.0,6120,Reg,Corner,BrkSide,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,BLQ,209,506,715,TA,875,0,875,1,1,0,2,TA,5,0,Detchd,1931.0,Unf,1,180,48,0,11,2009,WD,Normal,105000
151,20,RL,120.0,10356,Reg,Corner,CollgCr,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,BLQ,716,253,969,TA,969,0,969,0,1,1,3,TA,5,0,Attchd,1975.0,Unf,2,440,0,0,1,2007,WD,Normal,122000
152,20,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,Gd,GLQ,1400,310,1710,Ex,1710,0,1710,1,2,0,2,Gd,6,1,Attchd,2007.0,RFn,3,866,0,102,1,2008,New,Partial,372402
155,30,RM,84.0,11340,Reg,Corner,OldTown,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,1200,1200,TA,1200,0,1200,0,1,0,4,TA,7,0,Detchd,1923.0,Unf,1,312,0,0,3,2006,WD,Family,125000
158,60,RL,92.0,12003,Reg,Corner,Timber,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,No,Unf,0,774,774,Ex,774,1194,1968,0,2,1,4,Ex,8,1,BuiltIn,2009.0,Fin,3,680,0,75,5,2010,New,Partial,269500
159,60,FV,100.0,12552,Reg,Corner,Somerst,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,222,769,991,Ex,991,956,1947,0,2,1,3,Gd,8,1,Attchd,2004.0,RFn,2,678,0,136,5,2010,WD,Normal,254900
160,60,RL,134.0,19378,IR1,Corner,Gilbert,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,Mn,GLQ,57,1335,1392,Ex,1392,1070,2462,1,2,1,4,Gd,9,1,Attchd,2006.0,RFn,2,576,239,132,3,2006,New,Partial,320000
162,60,RL,110.0,13688,IR1,Inside,NridgHt,1Fam,2Story,9,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,Av,GLQ,1016,556,1572,Ex,1572,1096,2668,1,2,1,3,Ex,10,2,BuiltIn,2003.0,Fin,3,726,400,0,3,2008,WD,Normal,412500
163,20,RL,95.0,12182,Reg,Corner,NridgHt,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,Mn,BLQ,1201,340,1541,Ex,1541,0,1541,0,2,0,3,Gd,7,1,Attchd,2005.0,RFn,2,532,0,70,5,2010,New,Partial,220000
165,40,RM,40.0,5400,Reg,Corner,OldTown,1Fam,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Mn,LwQ,370,779,1149,Gd,1149,467,1616,0,2,0,3,Gd,5,0,Detchd,1926.0,Unf,1,216,0,0,10,2007,WD,Normal,152000
168,60,RL,86.0,10562,Reg,Inside,NridgHt,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,No,GLQ,1288,294,1582,Ex,1610,551,2161,1,1,1,3,Ex,8,1,Attchd,2007.0,Fin,3,789,178,120,11,2007,New,Partial,325624
169,60,RL,62.0,8244,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,840,840,Ex,840,880,1720,0,2,1,3,Gd,7,1,Attchd,2004.0,Fin,2,440,100,48,5,2007,WD,Normal,183500
172,20,RL,141.0,31770,IR1,Corner,NAmes,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,BLQ,639,441,1080,Fa,1656,0,1656,1,1,0,3,TA,7,2,Attchd,1960.0,Fin,2,528,210,62,5,2010,WD,Normal,215000
173,160,RL,44.0,5306,IR1,Inside,StoneBr,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,No,GLQ,495,354,1064,Gd,1064,703,1767,1,2,0,2,Gd,5,1,Attchd,1987.0,RFn,2,504,441,35,6,2006,WD,Normal,239000
174,20,RL,80.0,10197,IR1,Inside,NAmes,1Fam,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,No,ALQ,288,700,1362,TA,1362,0,1362,1,1,1,3,TA,6,1,Attchd,1961.0,Unf,2,504,0,20,6,2008,COD,Normal,163000
175,20,RL,47.0,12416,IR1,Inside,Timber,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,No,ALQ,1398,0,1606,TA,1651,0,1651,1,2,0,3,TA,7,1,Attchd,1986.0,Fin,2,616,192,0,11,2008,WD,Normal,184000
176,20,RL,84.0,12615,Reg,Corner,Edwards,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Av,ALQ,477,725,1202,TA,2158,0,2158,1,2,0,4,Gd,7,1,Attchd,1950.0,Unf,2,576,0,29,6,2007,WD,Normal,243000
177,60,RL,97.0,10029,IR1,Corner,ClearCr,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,No,GLQ,831,320,1151,TA,1164,896,2060,0,2,1,4,TA,8,1,Attchd,1988.0,Unf,2,521,0,228,9,2007,WD,Normal,211000
179,20,RL,63.0,17423,IR1,CulDSac,StoneBr,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,No,GLQ,1904,312,2216,Ex,2234,0,2234,1,2,0,1,Ex,9,1,Attchd,2009.0,Fin,3,1166,0,60,7,2009,New,Partial,501837
180,30,RM,60.0,8520,Reg,Inside,OldTown,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,No,Unf,0,968,968,TA,968,0,968,0,1,0,2,TA,5,0,Detchd,1935.0,Unf,2,480,0,0,7,2007,WD,Normal,100000
182,70,RL,54.0,7588,Reg,Inside,Crawfor,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,No,LwQ,352,441,793,Gd,901,901,1802,0,1,1,4,TA,9,1,Detchd,1920.0,Unf,1,216,0,0,7,2006,WD,Normal,200100
184,50,RM,63.0,11426,Reg,Inside,OldTown,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1362,1362,Ex,1362,720,2082,0,2,1,3,Gd,6,0,Detchd,2003.0,Unf,2,484,280,238,6,2008,WD,Normal,200000
185,50,RL,92.0,7438,IR1,Inside,BrkSide,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,No,Unf,0,504,504,Gd,936,316,1252,0,1,0,3,TA,5,0,Attchd,1986.0,Unf,2,576,104,0,6,2006,WD,Normal,127000
186,75,RM,90.0,22950,IR2,Inside,OldTown,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,Mn,Unf,0,1107,1107,Ex,1518,1518,3608,0,2,1,4,Ex,12,2,Detchd,1993.0,Unf,3,840,0,260,6,2006,WD,Normal,475000
188,50,RL,60.0,10410,Reg,Inside,OldTown,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,No,Unf,0,660,660,Ex,808,704,1656,0,2,1,3,TA,8,0,Detchd,1916.0,Unf,1,180,0,0,8,2009,WD,Normal,135000
189,90,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,Av,GLQ,1086,0,1086,TA,1224,0,1224,2,0,2,2,TA,6,2,Detchd,1979.0,Unf,2,528,120,0,6,2009,WD,Alloca,153337
190,120,RL,41.0,4923,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Av,GLQ,1153,440,1593,Ex,1593,0,1593,1,1,1,0,Ex,5,1,Attchd,2001.0,Fin,2,682,0,120,8,2008,WD,Normal,286000
191,70,RL,70.0,10570,Reg,Inside,Crawfor,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,No,Rec,297,556,853,TA,1549,1178,2727,0,2,1,3,Gd,10,2,Detchd,1932.0,Unf,2,440,0,74,12,2007,WD,Normal,315000
193,20,RL,68.0,9017,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,560,871,1431,Ex,1431,0,1431,1,2,0,3,Gd,6,0,Attchd,1999.0,Fin,2,666,0,35,9,2009,WD,Normal,192000
194,160,RM,24.0,2522,Reg,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,5,2006,WD,Normal,130000
195,20,RL,60.0,7180,IR1,Inside,CollgCr,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,ALQ,390,474,864,TA,864,0,864,0,1,0,3,TA,5,0,Detchd,1989.0,Unf,1,352,0,0,5,2008,WD,Normal,127000
196,160,RL,24.0,2280,Reg,FR2,NPkVill,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,No,ALQ,566,289,855,TA,855,601,1456,0,2,1,3,TA,7,1,Attchd,1976.0,Unf,2,440,87,0,7,2009,WD,Normal,148500
197,20,RL,79.0,9416,Reg,Inside,Somerst,1Fam,1Story,7,5,2007,2007,Hip,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,No,GLQ,1126,600,1726,Ex,1726,0,1726,1,2,0,3,Ex,8,1,Attchd,2007.0,Fin,3,786,171,138,9,2007,New,Partial,311872
198,75,RL,174.0,25419,Reg,Corner,NAmes,1Fam,2Story,8,4,1918,1990,Gable,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,No,GLQ,1036,140,1360,Gd,1360,1360,3112,1,2,0,4,Gd,8,1,Detchd,1918.0,Unf,2,795,0,16,3,2006,WD,Abnorml,235000
200,20,RL,76.0,9591,Reg,Inside,NridgHt,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,Av,GLQ,1088,625,1713,Ex,1713,0,1713,1,2,0,3,Ex,7,1,Attchd,2004.0,Fin,3,856,0,26,1,2009,WD,Normal,274900
201,20,RM,80.0,8546,Reg,Corner,Edwards,1Fam,1Story,4,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1121,1121,Ex,1121,0,1121,0,2,0,2,TA,5,0,Attchd,2003.0,RFn,2,440,132,64,3,2010,WD,Normal,140000
202,20,RL,75.0,10125,Reg,Inside,Mitchel,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,641,276,1196,TA,1279,0,1279,0,2,0,3,TA,6,2,Detchd,1980.0,Unf,2,473,238,83,2,2008,WD,Normal,171500
203,50,RL,50.0,7000,Reg,Corner,OldTown,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,No,LwQ,617,0,617,Gd,865,445,1310,0,2,0,2,TA,6,0,Attchd,1924.0,Unf,1,398,0,0,5,2006,COD,Normal,112000
205,50,RM,50.0,3500,Reg,Inside,OldTown,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,LwQ,312,408,720,TA,720,564,1284,0,1,1,2,TA,5,0,Detchd,1948.0,Unf,1,240,0,35,4,2009,WD,Normal,110000
206,20,RL,99.0,11851,Reg,Corner,Gilbert,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,No,Unf,0,1424,1424,Ex,1442,0,1442,0,2,0,3,TA,5,0,Attchd,1990.0,RFn,2,500,0,34,5,2009,WD,Normal,180500
207,20,RL,40.0,13673,IR1,CulDSac,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,0,1140,1140,TA,1696,0,1696,0,1,1,3,TA,8,1,Attchd,1962.0,RFn,1,349,0,30,3,2007,WD,Normal,143900
210,20,RL,75.0,8250,Reg,Inside,NAmes,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,No,Rec,787,305,1092,Ex,1092,0,1092,1,1,0,3,TA,6,0,Attchd,1964.0,RFn,2,504,0,0,7,2008,WD,Normal,145000
212,20,RL,83.0,10420,Reg,Corner,Edwards,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Mn,GLQ,36,1176,1212,Ex,1212,0,1212,0,2,0,3,Gd,6,0,Attchd,2009.0,RFn,2,460,100,22,3,2010,WD,Normal,186000
213,60,FV,72.0,8640,Reg,Inside,Somerst,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,GLQ,822,78,900,Ex,932,920,1852,1,2,1,3,Gd,7,1,Attchd,2009.0,RFn,2,644,168,108,7,2009,New,Partial,252678
214,20,RL,43.0,13568,IR2,CulDSac,CollgCr,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,ALQ,716,274,990,Ex,990,0,990,0,1,0,3,TA,5,0,Attchd,1996.0,Unf,2,576,224,0,7,2006,WD,Normal,156000
216,20,RL,72.0,10011,IR1,Inside,NAmes,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,No,BLQ,360,710,1070,TA,1236,0,1236,0,1,0,2,Gd,6,1,Attchd,1957.0,Unf,1,447,0,0,5,2006,WD,Normal,134450
217,20,RL,65.0,8450,Reg,Inside,CollgCr,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,Mn,GLQ,946,490,1436,Ex,1436,0,1436,1,2,0,3,Gd,8,0,Attchd,2004.0,Unf,2,484,139,98,4,2008,WD,Normal,210000
218,70,RM,57.0,9906,Reg,Inside,OldTown,1Fam,2Story,4,4,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,686,686,Fa,810,518,1328,0,1,0,3,TA,8,0,Detchd,1940.0,Unf,1,210,0,172,9,2006,WD,Family,107000
220,120,RL,43.0,3010,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,Av,GLQ,16,1232,1248,Ex,1248,0,1248,0,2,0,2,Gd,5,0,Attchd,2005.0,Fin,2,438,108,0,3,2006,New,Partial,167240
221,20,RL,73.0,8990,IR1,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Mn,Unf,0,1498,1498,Ex,1498,0,1498,0,2,0,2,Gd,5,0,Attchd,2006.0,RFn,2,675,351,33,4,2006,New,Partial,204900
223,60,RL,85.0,11475,Reg,Inside,NWAmes,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,No,ALQ,550,163,713,TA,811,741,1552,1,2,1,3,TA,6,1,Attchd,1975.0,RFn,2,434,209,208,2,2006,WD,Normal,179900
224,20,RL,70.0,10500,Reg,FR2,NAmes,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,ALQ,524,160,864,Gd,864,0,864,0,1,0,2,TA,4,0,Detchd,1989.0,Unf,2,576,216,0,3,2009,WD,Abnorml,97000
225,20,RL,103.0,13472,Reg,Inside,NridgHt,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,Gd,GLQ,56,2336,2392,Ex,2392,0,2392,0,2,0,3,Ex,8,1,Attchd,2003.0,Fin,3,968,248,105,6,2009,WD,Normal,386250
226,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,No,Unf,0,630,630,TA,630,672,1302,0,2,1,3,TA,6,0,Detchd,1991.0,Unf,1,280,0,0,5,2009,COD,Abnorml,112000
